date;route_from;route_to;start_at;arrived_at;duration_in_m;is_rush_hour;weather_conditions;seasonal_happening;traffic_density
27.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:03;10:22;134;True;3;1;1
19.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:32;13:02;48;False;2;1;2
15.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:56;20:28;125;True;3;1;1
01.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:16;14:03;47;False;4;0;2
25.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:40;15:53;85;False;4;1;1
04.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:07;11:53;46;False;4;1;3
03.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:24;13:26;79;False;4;0;1
22.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:56;16:06;167;True;2;0;1
28.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:54;07:36;42;False;3;1;3
16.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:53;07:41;48;False;4;1;2
22.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:29;13:30;124;True;1;1;3
24.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:54;16:33;114;False;4;0;1
15.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:03;13:23;95;False;4;0;1
01.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:35;15:18;58;False;2;1;2
23.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:33;11:16;43;False;4;1;3
15.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:49;13:29;56;False;1;1;2
04.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:04;10:52;48;False;3;1;2
14.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:05;13:43;54;False;1;1;3
27.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:48;12:49;77;False;3;1;1
29.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:01;13:40;54;False;2;0;3
01.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:59;20:00;113;True;3;0;1
08.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:19;10:48;89;True;3;0;2
17.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:57;14:38;55;False;2;1;2
23.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:50;13:01;89;False;4;1;1
15.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:58;14:37;55;False;1;0;3
28.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:32;11:21;122;True;1;1;3
24.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:45;10:22;97;True;3;1;3
09.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:41;07:27;46;False;3;0;3
29.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:13;06:59;46;False;4;1;2
17.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:33;18:11;98;True;3;1;2
27.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:54;12:42;48;False;3;0;3
16.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:22;07:10;48;False;4;1;3
17.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:21;11:10;127;False;1;0;1
04.12.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:52;17:30;54;False;2;0;3
07.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:21;12:34;134;True;1;1;1
31.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:06;12:32;132;True;4;0;1
17.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:59;07:45;46;False;4;1;3
22.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:24;16:00;54;False;1;0;2
17.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:41;13:28;47;False;3;1;3
03.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:32;15:20;142;True;2;1;1
04.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:15;12:00;45;False;4;0;3
16.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:42;17:32;50;True;4;0;2
06.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:11;12:51;56;False;1;0;3
13.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:21;17:25;64;True;4;1;3
31.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:50;10:45;90;True;1;1;3
11.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:52;11:58;143;True;4;0;1
27.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:32;18:39;71;True;1;1;2
03.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:12;11:10;118;True;4;0;2
29.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:21;13:54;49;False;1;0;2
30.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:35;20:25;146;True;4;1;1
18.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:04;17:58;114;True;4;1;2
17.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:13;14:51;52;False;1;0;2
09.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:34;13:08;52;False;2;0;2
18.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:50;16:33;43;False;3;0;3
30.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:25;19:24;96;True;1;0;3
02.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:20;16:08;48;False;3;0;3
01.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:09;12:54;57;False;1;1;2
04.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:13;18:17;136;False;2;1;1
06.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:11;10:21;70;True;4;0;2
18.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:06;18:01;115;True;4;1;2
29.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:01;19:44;141;True;3;1;1
18.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:41;14:54;91;False;3;1;1
24.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:14;16:58;206;True;1;0;1
03.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:09;13:44;51;False;2;0;3
14.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:36;08:52;76;True;3;0;3
26.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:51;14:55;80;False;3;1;1
25.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:54;18:47;126;False;4;1;1
17.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:24;13:12;48;False;4;0;2
29.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:05;11:09;167;True;4;1;1
01.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:03;09:55;93;True;1;1;3
02.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:25;14:35;109;False;1;0;1
09.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:31;15:44;136;False;1;1;1
15.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:49;09:45;56;True;3;1;2
23.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:37;11:45;131;True;3;1;1
30.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:53;20:18;113;False;1;1;1
19.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:13;15:35;141;False;2;0;1
21.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:41;12:25;56;False;2;1;2
07.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:54;11:24;111;True;2;0;3
27.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:45;17:10;98;False;4;1;1
29.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:17;12:23;197;True;4;1;1
06.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:51;14:56;187;True;3;1;1
13.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:43;07:26;43;False;4;0;2
28.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:10;07:52;58;False;1;0;3
24.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:54;12:36;56;False;1;0;2
20.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:49;11:36;47;False;3;1;2
14.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:46;18:44;118;True;3;1;3
02.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:55;13:40;57;False;2;0;2
05.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:06;17:51;105;True;3;0;3
15.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:41;18:07;99;False;4;1;1
09.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:28;17:05;51;False;2;0;3
04.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:16;17:54;93;False;2;0;1
18.07.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:45;15:32;47;False;4;0;2
29.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:21;08:41;80;True;3;1;2
22.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:07;13:55;48;False;3;1;2
25.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:31;15:08;54;False;1;1;2
20.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:53;15:40;124;False;4;1;1
05.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:14;06:56;42;False;4;0;3
28.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:46;11:12;79;True;2;0;3
07.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:01;08:07;83;False;4;1;1
03.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:09;15:55;46;False;3;0;3
11.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:10;16:51;53;False;2;1;3
24.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:40;14:56;109;False;1;0;1
14.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:32;10:00;88;True;3;0;3
28.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:31;16:14;43;False;4;1;3
17.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:57;20:57;96;True;2;1;1
09.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:30;09:45;71;True;2;0;3
14.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:36;14:15;150;True;1;0;1
16.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:12;16:51;53;False;2;1;3
02.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:52;15:29;123;False;1;1;1
26.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:59;13:56;153;True;4;0;1
22.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:16;18:04;123;False;3;1;1
14.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:49;11:53;97;True;2;0;3
24.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:32;16:51;139;False;1;1;1
09.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:02;09:16;74;True;4;1;2
27.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:39;09:38;119;True;3;1;3
03.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:06;22:05;147;True;2;1;1
05.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:12;15:52;56;False;2;1;3
24.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:45;18:36;111;True;3;0;2
17.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:57;11:39;42;False;3;1;2
21.02.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:31;08:32;61;True;4;0;3
20.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:44;14:19;52;False;1;0;3
31.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:36;17:45;107;False;1;1;1
23.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:45;11:50;128;True;2;0;2
14.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:00;17:40;114;False;4;1;1
06.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:55;12:17;172;True;3;1;1
01.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:25;13:47;85;False;1;0;1
15.04.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:16;12:48;49;False;1;0;2
05.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:22;15:04;42;False;3;1;2
12.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:30;12:19;62;False;1;1;2
28.11.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:09;10:05;116;True;4;1;3
30.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:18;10:00;102;True;4;0;2
02.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:52;18:50;64;True;2;1;3
22.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:00;15:29;47;False;2;0;3
25.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:10;11:12;65;True;1;0;3
26.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:58;16:42;57;False;1;1;3
09.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:09;15:52;43;False;4;1;3
31.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:18;12:02;44;False;3;1;2
15.02.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:09;17:39;90;True;3;0;2
19.02.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:04;11:35;49;False;1;1;2
26.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:21;10:35;74;True;3;1;2
29.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:29;11:45;125;True;3;0;1
22.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:16;12:59;43;False;3;1;3
20.07.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:52;15:27;109;False;3;0;1
28.09.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:23;15:08;58;False;2;0;3
07.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:40;11:05;85;True;4;1;2
06.09.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:37;10:42;95;True;2;0;3
12.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:26;11:30;135;False;1;1;1
28.04.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:35;15:20;58;False;2;1;3
29.08.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:19;15:06;47;False;4;1;3
23.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:20;11:03;43;False;3;0;3
02.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:07;11:27;104;True;2;1;2
04.10.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:51;21:42;187;True;3;0;1
08.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:44;15:31;61;False;1;0;2
21.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;07:12;09:05;113;True;4;1;2
19.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:18;17:30;107;False;2;1;1
07.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:46;17:32;58;False;2;0;2
08.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:43;14:38;175;True;3;0;1
18.01.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;13:15;15:13;76;False;4;0;1
30.08.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:07;15:23;110;False;2;0;1
02.05.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:50;11:28;98;True;4;0;2
28.03.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;12:40;13:22;42;False;4;1;3
18.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;16:29;18:18;58;True;1;1;2
05.06.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;14:53;19:02;106;False;1;1;1
30.05.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:12;11:42;78;True;2;1;2
19.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:09;10:15;109;False;1;1;1
25.01.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:51;12:49;134;True;4;0;1
12.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:46;13:19;50;False;1;1;2
18.03.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;11:39;14:14;110;False;3;0;1
25.03.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;08:50;11:58;110;True;3;1;1
29.04.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;09:36;13:16;117;True;1;0;3
03.10.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;06:02;07:43;58;False;2;0;2
29.06.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:41;18:10;107;False;4;0;1
06.11.2023;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:48;11:33;45;False;4;1;2
01.12.2022;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:59;16:46;47;False;4;0;3
03.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;10:47;15:19;118;False;1;1;1
19.01.2024;Dufourstrasse 8, CH-5000 Aarau;ACME Clinic, Seidenhofstrasse 10, CH-6003 Luzern;15:38;17:14;53;False;1;1;2
